Month,LocationName,Book,PeakOffPeak,TotalVolume,TotalTradeValue,ForecastCost,ForecastPnL
2025-01-06,Spain,Origination,OffPeak,-22334.24,1122863.2543,761820.9264,361042.3278999999
2025-01-06,Spain,Origination,Peak,-23792.54,1198290.6796,1482989.0182,-284698.33860000013
2025-01-06,Switzerland,Origination,OffPeak,13219.33,-517550.9108,-450911.3463,-66639.56450000004
2025-01-06,Switzerland,Origination,Peak,11324.18,-394128.3734,-705836.1394,311707.766
2025-01-06,United Kingdom,Origination,OffPeak,-3378.56,93984.8194,115242.68159999998,-21257.86219999999
2025-01-06,United Kingdom,Origination,Peak,-14538.95,646548.7312,906212.7535,-259664.02229999995
2025-01-07,France,Origination,OffPeak,-30500.94,1252901.5631,1040387.0634,212514.49969999993
2025-01-07,France,Origination,Peak,-27309.56,1118234.8803,1702204.8747999999,-583969.9944999998
2025-01-07,Germany,Origination,OffPeak,27969.46,-1417014.2223,-954038.2805999999,-462975.9417000001
2025-01-07,Germany,Origination,Peak,25951.36,-1296739.3872,-1617548.2688,320808.88159999996
2025-01-07,Spain,Origination,OffPeak,-24778.1,1251536.7152,845180.991,406355.72419999994
2025-01-07,Spain,Origination,Peak,-21488.59,1101933.3837,1339383.8147,-237450.4310000001
2025-01-07,Switzerland,Origination,OffPeak,12485.34,-453748.1133,-425874.9474,-27873.16590000002
2025-01-07,Switzerland,Origination,Peak,10631.95,-374885.2592,-662689.4435,287804.1843000001
2025-01-07,United Kingdom,Origination,OffPeak,-13750.86,607807.4999,469041.8346,138765.66530000005
2025-01-07,United Kingdom,Origination,Peak,-10648.11,455967.0933,663696.6963,-207729.60299999994
2025-01-08,France,Origination,OffPeak,-26404.76,1065789.0448,900666.3636,165122.6812
2025-01-08,France,Origination,Peak,-24573.17,938534.9198,1531645.6860999998,-593110.7662999998
2025-01-08,Germany,Origination,OffPeak,26982.23,-1350348.5079,-920363.8653,-429984.64260000014
2025-01-08,Germany,Origination,Peak,24973.85,-1208438.5415,-1556620.0705,348181.52899999986
2025-01-08,Spain,Origination,OffPeak,-20948.91,1054863.2677,714567.3201,340295.94759999996
2025-01-08,Spain,Origination,Peak,-27462.65,1388591.2433,1711746.9745,-323155.73120000004
2025-01-08,Switzerland,Origination,OffPeak,10648.28,-372783.9823,-363212.83080000005,-9571.15149999992
2025-01-08,Switzerland,Origination,Peak,8248.63,-263173.381,-514137.10789999994,250963.72689999995
2025-01-08,United Kingdom,Origination,OffPeak,-18461.74,827040.9513,629729.9513999999,197310.99990000005
2025-01-08,United Kingdom,Origination,Peak,-7911.13,376434.8677,493100.73289999994,-116665.86519999994
2025-01-09,France,Origination,OffPeak,-18268.86,659494.332,623150.8146,36343.51740000001
2025-01-09,France,Origination,Peak,-22427.94,843883.9157,1397933.5002,-554049.5844999999
2025-01-09,Germany,Origination,OffPeak,27096.14,-1337531.069,-924249.3354,-413281.7335999999
2025-01-09,Germany,Origination,Peak,33324.41,-1620358.9277,-2077110.4752999998,456751.54759999993
2025-01-09,Spain,Origination,OffPeak,-19637.35,1012194.7968,669830.0085,342364.7883
2025-01-09,Spain,Origination,Peak,-13914.87,778001.948,867313.8471,-89311.89910000004
2025-01-09,Switzerland,Origination,OffPeak,8528.39,-266129.6069,-290903.3829,24773.776000000013
2025-01-09,Switzerland,Origination,Peak,12983.3,-497639.4792,-809249.0889999999,311609.6097999999
2025-01-09,United Kingdom,Origination,OffPeak,1181.27,-147031.3358,-40293.11969999999,-106738.21610000002
2025-01-09,United Kingdom,Origination,Peak,-18964.46,863759.316,1182054.7918,-318295.4758
2025-01-10,France,Origination,OffPeak,-27095.85,1059986.4559,924239.4434999999,135747.0124
2025-01-10,France,Origination,Peak,-24483.43,957733.6896,1526052.1919,-568318.5022999999
2025-01-10,Germany,Origination,OffPeak,31632.86,-1578054.2652,-1078996.8546,-499057.41060000006
2025-01-10,Germany,Origination,Peak,27390.13,-1359737.1559,-1707226.8029,347489.6470000001
2025-01-10,Spain,Origination,OffPeak,-25537.52,1284668.3805,871084.8072,413583.57329999993
2025-01-10,Spain,Origination,Peak,-18464.98,949224.9848,1150922.2034,-201697.21860000002
2025-01-10,Switzerland,Origination,OffPeak,13477.79,-514889.5756,-459727.41689999995,-55162.15870000003
2025-01-10,Switzerland,Origination,Peak,14042.44,-555181.9041,-875265.2851999999,320083.3810999999
2025-01-10,United Kingdom,Origination,OffPeak,-12875.53,526971.6528,439184.3283,87787.32450000005
2025-01-10,United Kingdom,Origination,Peak,-8844.76,376954.2353,551293.8907999999,-174339.65549999994
2025-01-11,France,Origination,OffPeak,-26404.89,1049930.2265,900670.7979,149259.4286000001
2025-01-11,France,Origination,Peak,-35858.25,1551429.2459,2235044.7224999997,-683615.4765999997
2025-01-11,Germany,Origination,OffPeak,27856.5,-1372609.9825,-950185.215,-422424.76749999996
2025-01-11,Germany,Origination,Peak,24827.21,-1249720.693,-1547479.9993,297759.30630000005
2025-01-11,Spain,Origination,OffPeak,-27564.5,1384915.3957,940225.095,444690.3007
2025-01-11,Spain,Origination,Peak,-23744.97,1205373.314,1480023.9800999998,-274650.6660999998
2025-01-11,Switzerland,Origination,OffPeak,10348.47,-362546.6668,-352986.3117,-9560.355099999986
2025-01-11,Switzerland,Origination,Peak,11781.96,-442434.0539,-734369.5668,291935.51290000003
2025-01-11,United Kingdom,Origination,OffPeak,-8223.2,336582.9591,280493.35199999996,56089.60710000002
2025-01-11,United Kingdom,Origination,Peak,-11346.8,477668.5576,707246.044,-229577.4864
2025-01-12,France,Origination,OffPeak,-20092.45,747642.4172,685353.4695,62288.94770000002
2025-01-12,France,Origination,Peak,-24052.5,958645.7359,1499192.325,-540546.5891
2025-01-12,Germany,Origination,OffPeak,26881.87,-1319650.2713,-916940.5856999999,-402709.68559999997
2025-01-12,Germany,Origination,Peak,28548.9,-1414288.7731,-1779452.937,365164.1638999998
2025-01-12,Spain,Origination,OffPeak,-14957.9,764996.8157,510213.969,254782.84670000005
2025-01-12,Spain,Origination,Peak,-23609.58,1187769.8583,1471585.1214,-283815.2631000001
2025-01-12,Switzerland,Origination,OffPeak,10337.35,-367238.8808,-352607.00850000005,-14631.87229999993
2025-01-12,Switzerland,Origination,Peak,12850.45,-492230.4961,-800968.5485,308738.05240000004
2025-01-12,United Kingdom,Origination,OffPeak,-7244.24,282875.0341,247101.02639999997,35774.00770000002
2025-01-12,United Kingdom,Origination,Peak,-13591.23,580838.9823,847141.3659,-266302.38359999994
2025-01-13,France,Origination,OffPeak,-23151.9,884633.7405,789711.309,94922.43149999995
2025-01-13,France,Origination,Peak,-18694.85,639038.6356,1165250.0005,-526211.3649
2025-01-13,Germany,Origination,OffPeak,27704.78,-1374245.3259,-945010.0458,-429235.2801000001
2025-01-13,Germany,Origination,Peak,29405.2,-1436551.228,-1832826.116,396274.88800000004
2025-01-13,Spain,Origination,OffPeak,-18727.16,905915.183,638783.4275999999,267131.7554
2025-01-13,Spain,Origination,Peak,-16622.06,815521.9484,1036052.9997999999,-220531.05139999988
2025-01-13,Switzerland,Origination,OffPeak,17282.92,-676780.1745,-589520.4012,-87259.7733
2025-01-13,Switzerland,Origination,Peak,13222.36,-501099.1701,-824149.6988,323050.5287
2025-01-13,United Kingdom,Origination,OffPeak,-15277.27,670497.2625,521107.6797,149389.58279999997
2025-01-13,United Kingdom,Origination,Peak,-7948.55,286323.6076,495433.12149999995,-209109.51389999996
2025-01-14,France,Origination,OffPeak,-29922.41,1210368.1985,1020653.4051,189714.79339999997
2025-01-14,France,Origination,Peak,-28410.95,1184883.5013,1770854.5135,-585971.0122
2025-01-14,Germany,Origination,OffPeak,19269.15,-933354.6522,-657270.7065,-276083.94570000004
2025-01-14,Germany,Origination,Peak,25253.3,-1282997.8904,-1574038.189,291040.2986000001
2025-01-14,Spain,Origination,OffPeak,-18755.18,949693.0147,639739.1898,309953.8249
2025-01-14,Spain,Origination,Peak,-15556.7,772905.1413,969649.1109999999,-196743.9696999999
2025-01-14,Switzerland,Origination,OffPeak,6347.73,-184407.361,-216521.0703,32113.709299999988
2025-01-14,Switzerland,Origination,Peak,13787.65,-533847.438,-859384.2245,325536.78650000005
2025-01-14,United Kingdom,Origination,OffPeak,-17308.53,771811.2459,590393.9583,181417.28759999992
2025-01-14,United Kingdom,Origination,Peak,-5675.98,168213.1973,353783.8334,-185570.6361
2025-01-15,France,Origination,OffPeak,-25400.74,1005279.0349,866419.2413999999,138859.79350000003
2025-01-15,France,Origination,Peak,-21578.1,775400.6582,1344962.973,-569562.3148
2025-01-15,Germany,Origination,OffPeak,21043.13,-1042422.4293,-717781.1643,-324641.265
2025-01-15,Germany,Origination,Peak,31595.32,-1533352.9187,-1969336.2955999998,435983.3768999998
2025-01-15,Spain,Origination,OffPeak,-18466.27,899260.0783,629884.4697,269375.60860000004
2025-01-15,Spain,Origination,Peak,-16389.3,824238.9177,1021545.069,-197306.15130000003
2025-01-15,Switzerland,Origination,OffPeak,11209.69,-397569.3522,-382362.5259,-15206.826300000015
2025-01-15,Switzerland,Origination,Peak,8533.08,-283571.8784,-531866.8764,248294.99799999996
2025-01-15,United Kingdom,Origination,OffPeak,-3386.41,108842.9547,115510.44510000001,-6667.49040000001
2025-01-15,United Kingdom,Origination,Peak,-17999.26,800705.1437,1121893.8758,-321188.7321
2025-01-16,France,Origination,OffPeak,-20946.87,809054.3845,714497.7357,94556.64880000008
2025-01-16,France,Origination,Peak,-17708.8,606613.7046,1103789.504,-497175.7993999999
2025-01-16,Germany,Origination,OffPeak,28999.26,-1417798.7185,-989164.7586,-428633.9599
2025-01-16,Germany,Origination,Peak,32173.14,-1595477.8017,-2005351.8162,409874.01450000005
2025-01-16,Spain,Origination,OffPeak,-21305.21,1025632.9488,726720.7130999999,298912.2357000001
2025-01-16,Spain,Origination,Peak,-22310.5,1132745.2923,1390613.465,-257868.1727
2025-01-16,Switzerland,Origination,OffPeak,13038.23,-496487.0608,-444734.0253,-51753.0355
2025-01-16,Switzerland,Origination,Peak,9456.56,-300996.991,-589427.3848,288430.3938
2025-01-16,United Kingdom,Origination,OffPeak,-6346.6,228194.7925,216482.52599999998,11712.266500000027
2025-01-16,United Kingdom,Origination,Peak,-11590.03,488217.9751,722406.5699,-234188.59480000002
2025-01-17,France,Origination,OffPeak,-24498.29,948432.9864,835636.6719,112796.3145000001
2025-01-17,France,Origination,Peak,-23749.48,947577.1718,1480305.0884,-532727.9166
2025-01-17,Germany,Origination,OffPeak,23630.67,-1189819.9112,-806042.1537,-383777.75749999995
2025-01-17,Germany,Origination,Peak,18317.06,-921499.7157,-1141702.3498,220202.63410000002
2025-01-17,Spain,Origination,OffPeak,-11756.18,596389.6919,401003.2998,195386.3921
2025-01-17,Spain,Origination,Peak,-16127.62,798841.732,1005234.5545999999,-206392.82259999996
2025-01-17,Switzerland,Origination,OffPeak,8636.02,-272270.9023,-294574.6422,22303.739899999986
2025-01-17,Switzerland,Origination,Peak,14706.6,-579135.4231,-916662.378,337526.9549
2025-01-17,United Kingdom,Origination,OffPeak,-11876.53,538917.7297,405108.4383,133809.29140000005
2025-01-17,United Kingdom,Origination,Peak,-14881.7,685395.8737,927576.361,-242180.48730000004
2025-01-18,France,Origination,OffPeak,-19444.96,670328.0781,663267.5856,7060.492500000051
2025-01-18,France,Origination,Peak,-23054.96,863322.7497,1437015.6568,-573692.9071
2025-01-18,Germany,Origination,OffPeak,25773.53,-1283960.4179,-879135.1083,-404825.30960000004
2025-01-18,Germany,Origination,Peak,22730.42,-1157360.4713,-1416787.0786,259426.6072999998
2025-01-18,Spain,Origination,OffPeak,-15464.46,774671.9791,527492.7306,247179.2485
2025-01-18,Spain,Origination,Peak,-23484.89,1137116.9228,1463813.1937,-326696.2708999999
2025-01-18,Switzerland,Origination,OffPeak,9742.66,-360410.4095,-332322.1326,-28088.276899999997
2025-01-18,Switzerland,Origination,Peak,8360.87,-280855.0823,-521133.0271,240277.9448
2025-01-18,United Kingdom,Origination,OffPeak,-6412.93,246145.9355,218745.0423,27400.89319999999
2025-01-18,United Kingdom,Origination,Peak,-5254.16,176997.3616,327491.79280000005,-150494.43120000005
2025-01-19,France,Origination,OffPeak,-31408.56,1321295.8714,1071345.9816,249949.8898
2025-01-19,France,Origination,Peak,-20039.9,705995.5605,1249086.967,-543091.4064999999
2025-01-19,Germany,Origination,OffPeak,20152.56,-1024153.8353,-687403.8215999999,-336750.0137000001
2025-01-19,Germany,Origination,Peak,21782.84,-1104641.9118,-1357724.4172,253082.50540000014
2025-01-19,Spain,Origination,OffPeak,-17084.24,848923.8052,582743.4264,266180.37879999995
2025-01-19,Spain,Origination,Peak,-10691.81,536852.0133,666420.5173000001,-129568.50400000007
2025-01-19,Switzerland,Origination,OffPeak,8880.01,-300134.5095,-302897.14109999995,2762.6315999999642
2025-01-19,Switzerland,Origination,Peak,18321.61,-743093.4259,-1141985.9512999998,398892.5253999998
2025-01-19,United Kingdom,Origination,OffPeak,-13386.71,584180.5665,456620.6781,127559.88839999994
2025-01-19,United Kingdom,Origination,Peak,-9861.74,399346.4112,614682.2542000001,-215335.8430000001
2025-01-20,France,Origination,OffPeak,-32331.53,1291466.3461,1102828.4882999999,188637.8578000001
2025-01-20,France,Origination,Peak,-32890.54,1392044.9288,2050067.3582,-658022.4293999998
2025-01-20,Germany,Origination,OffPeak,22420.83,-1119924.3485,-764774.5113,-355149.83720000007
2025-01-20,Germany,Origination,Peak,26059.45,-1319009.4625,-1624285.5185,305276.0560000001
2025-01-20,Spain,Origination,OffPeak,-22950.91,1193742.9321,782855.5401,410887.3920000001
2025-01-20,Spain,Origination,Peak,-23890.74,1199187.7427,1489109.8242,-289922.08149999985
2025-01-20,Switzerland,Origination,OffPeak,9750.29,-323325.5759,-332582.3919,9256.815999999992
2025-01-20,Switzerland,Origination,Peak,7786.77,-272148.8771,-485349.37409999996,213200.49699999997
2025-01-20,United Kingdom,Origination,OffPeak,-9442.85,385467.3841,322095.6135,63371.77060000005
2025-01-20,United Kingdom,Origination,Peak,-15701.32,683797.2715,978663.2756,-294866.0041
2025-01-21,France,Origination,OffPeak,-29121.52,1176411.0602,993335.0472,183076.01299999992
2025-01-21,France,Origination,Peak,-24411.59,912720.4546,1521574.4047,-608853.9501
2025-01-21,Germany,Origination,OffPeak,26273.95,-1350382.727,-896204.4345,-454178.2925
2025-01-21,Germany,Origination,Peak,33682.05,-1678048.1475,-2099402.1765,421354.0290000001
2025-01-21,Spain,Origination,OffPeak,-17465.05,896283.8391,595732.8555,300550.98360000004
2025-01-21,Spain,Origination,Peak,-22011.69,1091247.9164,1371988.6377,-280740.7213000001
2025-01-21,Switzerland,Origination,OffPeak,6866.25,-175773.7168,-234207.7875,58434.07070000001
2025-01-21,Switzerland,Origination,Peak,13033.9,-498501.6193,-812402.987,313901.36769999994
2025-01-21,United Kingdom,Origination,OffPeak,-11710.31,489310.4932,399438.6741,89871.81910000002
2025-01-21,United Kingdom,Origination,Peak,-15749.89,665500.0072,981690.6437,-316190.6365
2025-01-22,France,Origination,OffPeak,-28682.24,1135116.927,978351.2064,156765.72059999988
2025-01-22,France,Origination,Peak,-22074.72,844146.7309,1375917.2976,-531770.5667
2025-01-22,Germany,Origination,OffPeak,22671.65,-1138721.8909,-773329.9815,-365391.9094
2025-01-22,Germany,Origination,Peak,24506.26,-1192496.6775,-1527475.1858,334978.5083000001
2025-01-22,Spain,Origination,OffPeak,-21676.71,1097502.793,739392.5781,358110.2149
2025-01-22,Spain,Origination,Peak,-33699.63,1718533.1621,2100497.9379,-381964.7757999997
2025-01-22,Switzerland,Origination,OffPeak,8587.33,-281247.156,-292913.82629999996,11666.67029999994
2025-01-22,Switzerland,Origination,Peak,13456.38,-505365.9467,-838736.1653999999,333370.21869999997
2025-01-22,United Kingdom,Origination,OffPeak,-13293.6,580970.2364,453444.696,127525.54040000006
2025-01-22,United Kingdom,Origination,Peak,-14386.88,607127.5507,896734.2304,-289606.6797
2025-01-23,France,Origination,OffPeak,-28940.63,1135414.6223,987164.8892999999,148249.733
2025-01-23,France,Origination,Peak,-22166.87,796371.2662,1381661.0071,-585289.7409000001
2025-01-23,Germany,Origination,OffPeak,30713.24,-1528124.8102,-1047628.6163999999,-480496.1938
2025-01-23,Germany,Origination,Peak,24639.6,-1214877.2851,-1535786.268,320908.98289999994
2025-01-23,Spain,Origination,OffPeak,-23300.28,1184702.4324,794772.5508,389929.8816000001
2025-01-23,Spain,Origination,Peak,-27648.2,1403782.9157,1723312.306,-319529.3903000001
2025-01-23,Switzerland,Origination,OffPeak,12697.67,-477288.7497,-433117.5237,-44171.225999999966
2025-01-23,Switzerland,Origination,Peak,8825.34,-302360.7531,-550083.4422,247722.68910000008
2025-01-23,United Kingdom,Origination,OffPeak,-13494.23,615443.0685,460288.1853,155154.88320000004
2025-01-23,United Kingdom,Origination,Peak,-2664.22,90018.7424,166060.83260000002,-76042.09020000002
2025-01-24,France,Origination,OffPeak,-25351.03,992371.9541,864723.6333,127648.32079999999
2025-01-24,France,Origination,Peak,-29494.86,1199887.602,1838414.6238,-638527.0218
2025-01-24,Germany,Origination,OffPeak,21872.64,-1097763.2246,-746075.7504,-351687.47420000006
2025-01-24,Germany,Origination,Peak,18712.77,-952122.9098,-1166366.9541,214244.04429999995
2025-01-24,Spain,Origination,OffPeak,-21552.83,1100976.2032,735167.0313,365809.1719000001
2025-01-24,Spain,Origination,Peak,-19177.07,985797.988,1195306.7730999999,-209508.78509999986
2025-01-24,Switzerland,Origination,OffPeak,15205.86,-604470.4274,-518671.8846,-85798.54280000005
2025-01-24,Switzerland,Origination,Peak,11732.71,-429802.4167,-731299.8142999999,301497.39759999985
2025-01-24,United Kingdom,Origination,OffPeak,-10645.92,433518.3422,363132.33119999996,70386.01100000006
2025-01-24,United Kingdom,Origination,Peak,-9099.41,367460.6499,567166.2253,-199705.57540000003
2025-01-25,France,Origination,OffPeak,-34370.32,1415579.6022,1172371.6152,243207.9870000002
2025-01-25,France,Origination,Peak,-29253.42,1188455.7738,1823365.6686,-634909.8947999999
2025-01-25,Germany,Origination,OffPeak,19983.38,-1023489.9766,-681633.0918,-341856.8848
2025-01-25,Germany,Origination,Peak,31403.34,-1554284.5998,-1957370.1822,403085.58239999996
2025-01-25,Spain,Origination,OffPeak,-21856.83,1073335.4998,745536.4713,327799.02850000013
2025-01-25,Spain,Origination,Peak,-29661.37,1514789.3314,1848793.1920999999,-334003.86069999984
2025-01-25,Switzerland,Origination,OffPeak,14986.63,-561485.1541,-511193.9493,-50291.204800000065
2025-01-25,Switzerland,Origination,Peak,7114.98,-182091.8613,-443476.7034,261384.8421
2025-01-25,United Kingdom,Origination,OffPeak,-8954.48,374508.5,305437.3128,69071.18719999999
2025-01-25,United Kingdom,Origination,Peak,-14607.76,623249.338,910501.6808,-287252.3428
2025-01-26,France,Origination,OffPeak,-27095.77,1038854.5918,924236.7147,114617.87710000004
2025-01-26,France,Origination,Peak,-29074.76,1175562.4997,1812229.7907999998,-636667.2910999998
2025-01-26,Germany,Origination,OffPeak,17322.63,-874296.0572,-590874.9092999999,-283421.1479000001
2025-01-26,Germany,Origination,Peak,27226.33,-1369373.9766,-1697017.1489,327643.1723
2025-01-26,Spain,Origination,OffPeak,-23584.7,1167221.3991,804474.117,362747.28210000007
2025-01-26,Spain,Origination,Peak,-23836.88,1223121.736,1485752.7304,-262630.99439999997
2025-01-26,Switzerland,Origination,OffPeak,4299.52,-64613.685,-146656.6272,82042.94219999999
2025-01-26,Switzerland,Origination,Peak,8788.36,-278405.1637,-547778.4787999999,269373.31509999995
2025-01-26,United Kingdom,Origination,OffPeak,-10145.13,412384.6506,346050.3843,66334.26630000002
2025-01-26,United Kingdom,Origination,Peak,-10063.03,421911.8198,627228.6599,-205316.84009999997
2025-01-27,France,Origination,OffPeak,-25711.71,1020992.6185,877026.4281,143966.19039999996
2025-01-27,France,Origination,Peak,-18305.6,668458.5383,1140988.048,-472529.50969999994
2025-01-27,Germany,Origination,OffPeak,19588.87,-984430.426,-668176.3557,-316254.0703
2025-01-27,Germany,Origination,Peak,18546.62,-961056.6113,-1156010.8246,194954.21329999994
2025-01-27,Spain,Origination,OffPeak,-29001.86,1463929.0668,989253.4446,474675.62219999987
2025-01-27,Spain,Origination,Peak,-25951.9,1328943.7086,1617581.927,-288638.2183999999
2025-01-27,Switzerland,Origination,OffPeak,7288.98,-201390.0423,-248627.1078,47237.0655
2025-01-27,Switzerland,Origination,Peak,8854.63,-292960.4487,-551909.0878999999,258948.63919999992
2025-01-27,United Kingdom,Origination,OffPeak,-12016.38,484920.3977,409878.7218,75041.67589999997
2025-01-27,United Kingdom,Origination,Peak,-18725.7,823849.9968,1167172.881,-343322.8842000001
2025-01-28,France,Origination,OffPeak,-13820.32,433858.6834,471411.1152,-37552.43180000002
2025-01-28,France,Origination,Peak,-23802.74,922407.9142,1483624.7841999999,-561216.8699999999
2025-01-28,Germany,Origination,OffPeak,24117.33,-1214878.6646,-822642.1263,-392236.5383
2025-01-28,Germany,Origination,Peak,21866.9,-1073917.2918,-1362963.877,289046.5852000001
2025-01-28,Spain,Origination,OffPeak,-28103.28,1390391.3389,958602.8807999999,431788.45810000016
2025-01-28,Spain,Origination,Peak,-21021.01,1056005.136,1310239.5533,-254234.4173000001
2025-01-28,Switzerland,Origination,OffPeak,2614.57,14611.499,-89182.9827,103794.48169999999
2025-01-28,Switzerland,Origination,Peak,6189.44,-182371.202,-385787.7952,203416.5932
2025-01-28,United Kingdom,Origination,OffPeak,-10347.11,384040.6584,352939.92209999997,31100.736300000048
2025-01-28,United Kingdom,Origination,Peak,-9394.11,371384.1906,585534.8763,-214150.68570000003
2025-01-29,France,Origination,OffPeak,-24468.6,979166.3892,834623.946,144542.44319999998
2025-01-29,France,Origination,Peak,-24687.76,978532.5743,1538788.0807999999,-560255.5064999999
2025-01-29,Germany,Origination,OffPeak,23779.59,-1180401.0291,-811121.8149,-369279.21419999993
2025-01-29,Germany,Origination,Peak,30703.66,-1540411.242,-1913759.1278,373347.8857999998
2025-01-29,Spain,Origination,OffPeak,-29760.11,1497476.0671,1015117.3521,482358.7150000001
2025-01-29,Spain,Origination,Peak,-29896.25,1474223.0536,1863433.2625,-389210.20889999997
2025-01-29,Switzerland,Origination,OffPeak,9870.74,-340685.2518,-336690.9414,-3994.3104000000167
2025-01-29,Switzerland,Origination,Peak,5788.94,-169189.7927,-360824.63019999996,191634.83749999997
2025-01-29,United Kingdom,Origination,OffPeak,-16232.8,752423.666,553700.808,198722.858
