Month,LocationName,Book,PeakOffPeak,TotalVolume,TotalTradeValue,ForecastCost,ForecastPnL
2025-01-11,Spain,Spec,OffPeak,11193.87,-437900.6405,-381822.9057,-56077.73479999998
2025-01-11,Spain,Spec,Peak,15418.36,-667897.2298,-961026.3788,293129.149
2025-01-11,Switzerland,Spec,OffPeak,-64082.26,3020086.2054,2185845.8886,834240.3167999997
2025-01-11,Switzerland,Spec,Peak,-58155.9,2705616.8605,3624857.247,-919240.3865
2025-01-11,United Kingdom,Spec,OffPeak,-6257.95,352324.8008,213458.6745,138866.12630000003
2025-01-11,United Kingdom,Spec,Peak,-12840.91,653624.9982,800373.9203,-146748.92209999997
2025-01-12,France,Spec,OffPeak,167.27,-157267.0261,-5705.57969999998,-151561.44640000002
2025-01-12,France,Spec,Peak,5687.66,-391375.4338,-354511.8478,-36863.58600000001
2025-01-12,Germany,Spec,OffPeak,14961.79,-631709.3167,-510346.6569,-121362.65979999996
2025-01-12,Germany,Spec,Peak,18200.17,-769153.9285,-1134416.5961,365262.6675999999
2025-01-12,Spain,Spec,OffPeak,13215.25,-545475.1783,-450772.1775,-94703.00080000004
2025-01-12,Spain,Spec,Peak,14232.81,-595979.2429,-887131.0473,291151.8044
2025-01-12,Switzerland,Spec,OffPeak,-53695.38,2505196.286,1831549.4118,673646.8742
2025-01-12,Switzerland,Spec,Peak,-62068.06,2861685.8326,3868702.1798,-1007016.3472000002
2025-01-12,United Kingdom,Spec,OffPeak,-13618.56,694680.9464,464529.0816,230151.86480000004
2025-01-12,United Kingdom,Spec,Peak,-7294.31,394329.7349,454654.3423000001,-60324.607400000095
2025-01-13,France,Spec,OffPeak,10223.41,-654390.4692,-348720.5151,-305669.95410000003
2025-01-13,France,Spec,Peak,5242.66,-366197.4393,-326774.9978,-39422.441500000015
2025-01-13,Germany,Spec,OffPeak,19447.57,-890452.1972,-663356.6126999999,-227095.5845000001
2025-01-13,Germany,Spec,Peak,15105.7,-705618.5837,-941538.281,235919.6973
2025-01-13,Spain,Spec,OffPeak,10083.04,-374069.0196,-343932.4944,-30136.525199999975
2025-01-13,Spain,Spec,Peak,14240.61,-575727.4681,-887617.2213,311889.7531999999
2025-01-13,Switzerland,Spec,OffPeak,-52875.62,2399204.8253,1803587.3982,595617.4271000002
2025-01-13,Switzerland,Spec,Peak,-54723.62,2500712.3571,3410923.2346,-910210.8775
2025-01-13,United Kingdom,Spec,OffPeak,-17852.41,911013.3822,608945.7051,302067.6771
2025-01-13,United Kingdom,Spec,Peak,-16477.63,847167.4496,1027050.6778999999,-179883.22829999984
2025-01-14,France,Spec,OffPeak,7109.15,-486188.4223,-242493.1065,-243695.31579999998
2025-01-14,France,Spec,Peak,1867.21,-214378.7654,-116383.19930000002,-97995.56609999998
2025-01-14,Germany,Spec,OffPeak,15530.26,-714153.9034,-529737.1686,-184416.73479999998
2025-01-14,Germany,Spec,Peak,17777.35,-835122.3662,-1108062.2255,272939.8592999999
2025-01-14,Spain,Spec,OffPeak,12216.46,-512856.4864,-416703.4506,-96153.03580000001
2025-01-14,Spain,Spec,Peak,9420.11,-351339.6928,-587155.4563,235815.76349999994
2025-01-14,Switzerland,Spec,OffPeak,-60968.85,2802561.5715,2079647.4735,722914.098
2025-01-14,Switzerland,Spec,Peak,-61009.48,2786026.0527,3802720.8884,-1016694.8357000002
2025-01-14,United Kingdom,Spec,OffPeak,-23259.63,1220905.1349,793385.9793,427519.15559999994
2025-01-14,United Kingdom,Spec,Peak,-17750.29,925515.0448,1106375.5757,-180860.5308999999
2025-01-15,France,Spec,OffPeak,15865.52,-889579.7646,-541172.8872,-348406.8774
2025-01-15,France,Spec,Peak,1784.72,-191549.5962,-111241.59759999998,-80307.99860000002
2025-01-15,Germany,Spec,OffPeak,21602.61,-975787.2122,-736865.0271000001,-238922.1850999999
2025-01-15,Germany,Spec,Peak,6298.03,-257735.0853,-392556.2099,134821.1246
2025-01-15,Spain,Spec,OffPeak,15330.42,-664321.0888,-522920.6262,-141400.46260000003
2025-01-15,Spain,Spec,Peak,11589.35,-453713.9033,-722364.1855,268650.2822
2025-01-15,Switzerland,Spec,OffPeak,-66310.32,3076513.4366,2261845.0152,814668.4214000003
2025-01-15,Switzerland,Spec,Peak,-56784.4,2586768.7988,3539371.652,-952602.8531999998
2025-01-15,United Kingdom,Spec,OffPeak,-21906.87,1115158.529,747243.3356999999,367915.19330000016
2025-01-15,United Kingdom,Spec,Peak,-10259.84,545873.3194,639495.8271999999,-93622.5077999999
2025-01-16,France,Spec,OffPeak,-1371.45,-39677.6766,46780.15950000001,-86457.83610000001
2025-01-16,France,Spec,Peak,6741.06,-455929.9428,-420170.2698,-35759.67300000001
2025-01-16,Germany,Spec,OffPeak,11323.82,-489054.3649,-386255.50019999995,-102798.86470000003
2025-01-16,Germany,Spec,Peak,25541.91,-1158221.6508,-1592027.2503,433805.5995
2025-01-16,Spain,Spec,OffPeak,13938.06,-567847.2273,-475427.2266,-92420.00070000003
2025-01-16,Spain,Spec,Peak,18769.31,-806686.9426,-1169891.0923,363204.14969999995
2025-01-16,Switzerland,Spec,OffPeak,-55705.9,2550735.21,1900128.249,650606.9609999999
2025-01-16,Switzerland,Spec,Peak,-60560.99,2785317.9983,3774766.5067,-989448.5083999997
2025-01-16,United Kingdom,Spec,OffPeak,-16621.62,841870.0563,566963.4582,274906.59810000006
2025-01-16,United Kingdom,Spec,Peak,-23061.9,1181486.1241,1437448.227,-255962.10290000006
2025-01-17,France,Spec,OffPeak,3.1,-126577.0623,-105.74099999998361,-126471.32130000003
2025-01-17,France,Spec,Peak,4257.99,-333156.5477,-265400.51670000004,-67756.03099999996
2025-01-17,Germany,Spec,OffPeak,21957.94,-1029710.6506,-748985.3334,-280725.31720000005
2025-01-17,Germany,Spec,Peak,17080.37,-784655.5077,-1064619.4621,279963.95439999993
2025-01-17,Spain,Spec,OffPeak,15615.9,-685435.2899,-532658.349,-152776.94089999993
2025-01-17,Spain,Spec,Peak,17099.94,-725383.622,-1065839.2602,340455.6381999999
2025-01-17,Switzerland,Spec,OffPeak,-60269.85,2841339.752,2055804.5835,785535.1684999999
2025-01-17,Switzerland,Spec,Peak,-55924.57,2563071.0402,3485778.4481,-922707.4079
2025-01-17,United Kingdom,Spec,OffPeak,-25591.57,1265488.5111,872928.4527,392560.0584
2025-01-17,United Kingdom,Spec,Peak,-17945.48,927541.8813,1118541.7684,-190999.88709999993
2025-01-18,France,Spec,OffPeak,1759.47,-216153.2766,-60015.52169999999,-156137.75490000003
2025-01-18,France,Spec,Peak,11634.95,-676213.878,-725206.4334999999,48992.5554999999
2025-01-18,Germany,Spec,OffPeak,18388.34,-843542.8461,-627226.2774,-216316.56869999995
2025-01-18,Germany,Spec,Peak,16728.09,-794661.152,-1042661.8497,248000.69770000002
2025-01-18,Spain,Spec,OffPeak,8931.69,-343208.9158,-304659.9459,-38548.969900000026
2025-01-18,Spain,Spec,Peak,13880.95,-572475.3149,-865199.6135,292724.2986
2025-01-18,Switzerland,Spec,OffPeak,-48985.82,2223968.5246,1670906.3202,553062.2044000002
2025-01-18,Switzerland,Spec,Peak,-58849.26,2753833.8019,3668074.3758,-914240.5739000002
2025-01-18,United Kingdom,Spec,OffPeak,-30206.82,1536579.7284,1030354.6302,506225.0981999999
2025-01-18,United Kingdom,Spec,Peak,-18079.62,938446.4627,1126902.7145999998,-188456.2518999998
2025-01-19,France,Spec,OffPeak,6298.79,-418997.6396,-214851.72689999998,-204145.91270000002
2025-01-19,France,Spec,Peak,5651.2,-380076.761,-352239.296,-27837.465000000026
2025-01-19,Germany,Spec,OffPeak,24181.62,-1119549.9002,-824835.0582,-294714.84200000006
2025-01-19,Germany,Spec,Peak,17993.36,-833029.4084,-1121526.1288,288496.7204000001
2025-01-19,Spain,Spec,OffPeak,15216.17,-636898.2336,-519023.5587,-117874.67490000004
2025-01-19,Spain,Spec,Peak,5211.87,-150374.7864,-324855.85709999996,174481.07069999995
2025-01-19,Switzerland,Spec,OffPeak,-64985.09,3068119.3649,2216641.4199,851477.9449999998
2025-01-19,Switzerland,Spec,Peak,-58456.08,2675084.4815,3643567.4664,-968482.9848999996
2025-01-19,United Kingdom,Spec,OffPeak,-20896.95,1026555.3982,712794.9645,313760.43370000005
2025-01-19,United Kingdom,Spec,Peak,-19356.98,991238.282,1206520.5634,-215282.2814000001
2025-01-20,France,Spec,OffPeak,1197.67,-143738.1241,-40852.523699999976,-102885.60040000001
2025-01-20,France,Spec,Peak,-1369.35,-45917.7734,85351.58549999999,-131269.3589
2025-01-20,Germany,Spec,OffPeak,19084.25,-890558.2985,-650963.7675,-239594.53100000008
2025-01-20,Germany,Spec,Peak,19850.91,-927036.6321,-1237307.2203,310270.5881999999
2025-01-20,Spain,Spec,OffPeak,16140.86,-683520.4119,-550564.7346,-132955.67729999998
2025-01-20,Spain,Spec,Peak,18477.67,-808588.7832,-1151713.1711,343124.3879
2025-01-20,Switzerland,Spec,OffPeak,-60064.89,2788352.7526,2048813.3979,739539.3546999998
2025-01-20,Switzerland,Spec,Peak,-59062.69,2697507.5709,3681377.4677,-983869.8967999998
2025-01-20,United Kingdom,Spec,OffPeak,-14573.24,771465.7203,497093.2164,274372.50390000007
2025-01-20,United Kingdom,Spec,Peak,-14202.55,738125.7107,885244.9415,-147119.2307999999
2025-01-21,France,Spec,OffPeak,1265.83,-171890.6494,-43177.46130000002,-128713.18809999997
2025-01-21,France,Spec,Peak,-2044.28,-23116.8728,127419.97240000004,-150536.84520000004
2025-01-21,Germany,Spec,OffPeak,21736.92,-989991.2126,-741446.3412,-248544.87139999995
2025-01-21,Germany,Spec,Peak,16293.11,-744229.7034,-1015549.5462999999,271319.84289999993
2025-01-21,Spain,Spec,OffPeak,10849.24,-422726.6548,-370067.57639999996,-52659.07840000006
2025-01-21,Spain,Spec,Peak,11547.62,-468289.9744,-719763.1546,251473.1802
2025-01-21,Switzerland,Spec,OffPeak,-60021.24,2747330.9227,2047324.4964,700006.4262999999
2025-01-21,Switzerland,Spec,Peak,-55403.85,2553560.0569,3453321.9705,-899761.9135999996
2025-01-21,United Kingdom,Spec,OffPeak,-16100.26,835925.4401,549179.8685999999,286745.5715000001
2025-01-21,United Kingdom,Spec,Peak,-17036.35,887373.4758,1061875.6955,-174502.2196999999
2025-01-22,France,Spec,OffPeak,5218.91,-378288.4185,-178017.0201,-200271.39840000003
2025-01-22,France,Spec,Peak,1835.96,-198047.8947,-114435.38680000005,-83612.50789999995
2025-01-22,Germany,Spec,OffPeak,22289.05,-1035992.6962,-760279.4955,-275713.20070000004
2025-01-22,Germany,Spec,Peak,17699.29,-802150.2373,-1103196.7456999999,301046.5083999998
2025-01-22,Spain,Spec,OffPeak,14722.04,-649055.3551,-502168.7844,-146886.57070000004
2025-01-22,Spain,Spec,Peak,17151.74,-773015.5867,-1069067.9542,296052.36750000005
2025-01-22,Switzerland,Spec,OffPeak,-50109.9,2226979.3072,1709248.689,517730.61820000014
2025-01-22,Switzerland,Spec,Peak,-68808.96,3175474.4501,4288862.4768,-1113388.0267000003
2025-01-22,United Kingdom,Spec,OffPeak,-17623.24,918892.8614,601128.7163999999,317764.14500000014
2025-01-22,United Kingdom,Spec,Peak,-13602.07,723801.9202,847817.0231,-124015.10289999994
2025-01-23,France,Spec,OffPeak,-1195.43,-64037.6079,40776.117299999976,-104813.72519999999
2025-01-23,France,Spec,Peak,2049.48,-251035.6131,-127744.08840000001,-123291.52469999998
2025-01-23,Germany,Spec,OffPeak,19618.51,-881869.0805,-669187.3761,-212681.70440000005
2025-01-23,Germany,Spec,Peak,19769.67,-912404.1885,-1232243.5311,319839.3426
2025-01-23,Spain,Spec,OffPeak,11280.92,-451517.2806,-384792.1812,-66725.0994
2025-01-23,Spain,Spec,Peak,10367.44,-400463.7489,-646202.5351999999,245738.78629999992
2025-01-23,Switzerland,Spec,OffPeak,-61922.95,2857204.9077,2112191.8245,745013.0831999998
2025-01-23,Switzerland,Spec,Peak,-66164.75,3038348.1169,4124048.8674999997,-1085700.7506
2025-01-23,United Kingdom,Spec,OffPeak,-19864.69,1002846.9562,677584.5759,325262.38029999996
2025-01-23,United Kingdom,Spec,Peak,-21297.33,1120342.8432,1327462.5788999998,-207119.73569999984
2025-01-24,France,Spec,OffPeak,3557.87,-318931.4322,-121358.94570000001,-197572.48649999997
2025-01-24,France,Spec,Peak,3168.19,-280860.3067,-197473.28269999998,-83387.02400000003
2025-01-24,Germany,Spec,OffPeak,19482.67,-911900.5327,-664553.8737,-247346.65899999999
2025-01-24,Germany,Spec,Peak,12033.36,-552670.6211,-750039.3288,197368.70770000003
2025-01-24,Spain,Spec,OffPeak,15932.66,-674546.3449,-543463.0326,-131083.3123
2025-01-24,Spain,Spec,Peak,14629.79,-611282.2567,-911874.8107,300592.554
2025-01-24,Switzerland,Spec,OffPeak,-66817.18,3100144.3835,2279134.0098,821010.3736999999
2025-01-24,Switzerland,Spec,Peak,-60621.18,2784947.531,3778518.1494,-993570.6184
2025-01-24,United Kingdom,Spec,OffPeak,-10273.95,571380.6734,350444.4345,220936.2389
2025-01-24,United Kingdom,Spec,Peak,-18240.88,934482.9669,1136954.0504,-202471.08350000007
2025-01-25,France,Spec,OffPeak,1504.83,-164202.1105,-51329.751299999974,-112872.35920000004
2025-01-25,France,Spec,Peak,4465.4,-336930.94,-278328.382,-58602.55800000002
2025-01-25,Germany,Spec,OffPeak,20952.17,-976540.2744,-714678.5187,-261861.75569999998
2025-01-25,Germany,Spec,Peak,16928.45,-794211.1127,-1055150.2885,260939.17579999997
2025-01-25,Spain,Spec,OffPeak,8315.96,-299381.8026,-283657.3956,-15724.407000000007
2025-01-25,Spain,Spec,Peak,13407.72,-572102.3069,-835703.1876,263600.8807
2025-01-25,Switzerland,Spec,OffPeak,-58970.1,2664163.6365,2011470.111,652693.5255
2025-01-25,Switzerland,Spec,Peak,-61497.66,2810044.4682,3833149.1478,-1023104.6795999999
2025-01-25,United Kingdom,Spec,OffPeak,-16961.89,874834.8563,578570.0679,296264.78839999996
2025-01-25,United Kingdom,Spec,Peak,-24761.39,1242571.9291,1543377.4386999998,-300805.50959999976
2025-01-26,France,Spec,OffPeak,6823.61,-398559.4592,-232753.3371,-165806.12209999998
2025-01-26,France,Spec,Peak,-5706.09,165564.2498,355660.58969999995,-190096.33989999996
2025-01-26,Germany,Spec,OffPeak,9618.13,-346980.1423,-328074.41429999995,-18905.72800000006
2025-01-26,Germany,Spec,Peak,14499.43,-577149.3595,-903749.4719,326600.1124
2025-01-26,Spain,Spec,OffPeak,13991.65,-617865.032,-477255.1815,-140609.8505
2025-01-26,Spain,Spec,Peak,8607.89,-337954.0573,-536529.7837,198575.72640000004
2025-01-26,Switzerland,Spec,OffPeak,-61554.31,2871457.5447,2099617.5141,771840.0306000002
2025-01-26,Switzerland,Spec,Peak,-65124.66,3027012.2743,4059220.0578,-1032207.7834999999
2025-01-26,United Kingdom,Spec,OffPeak,-16777.72,870767.1551,572288.0292,298479.1259
2025-01-26,United Kingdom,Spec,Peak,-17322.83,893515.1394,1079731.9939,-186216.8544999999
2025-01-27,France,Spec,OffPeak,9621.41,-588675.8809,-328186.29510000005,-260489.58579999994
2025-01-27,France,Spec,Peak,10902.62,-629572.7717,-679560.3046,49987.53289999999
2025-01-27,Germany,Spec,OffPeak,14782.18,-655890.1284,-504220.15979999996,-151669.96860000008
2025-01-27,Germany,Spec,Peak,16705.07,-757817.2032,-1041227.0131,283409.8099
2025-01-27,Spain,Spec,OffPeak,11549.64,-510796.7023,-393958.2204,-116838.48190000001
2025-01-27,Spain,Spec,Peak,4317.5,-167632.3602,-269109.775,101477.41480000003
2025-01-27,Switzerland,Spec,OffPeak,-59307.12,2774810.7512,2022965.8632,751844.8879999998
2025-01-27,Switzerland,Spec,Peak,-57229.89,2599998.8215,3567139.0437,-967140.2221999997
2025-01-27,United Kingdom,Spec,OffPeak,-20710.45,1087528.7355,706433.4495,381095.28599999996
2025-01-27,United Kingdom,Spec,Peak,-26622.52,1334231.7328,1659381.6716,-325149.9387999999
2025-01-28,France,Spec,OffPeak,14191.79,-844346.0585,-484081.9569,-360264.10160000005
2025-01-28,France,Spec,Peak,4430.48,-352591.3393,-276151.8184,-76439.5209
2025-01-28,Germany,Spec,OffPeak,11354.1,-500013.4388,-387288.351,-112725.08779999998
2025-01-28,Germany,Spec,Peak,22482.47,-1033732.2962,-1401332.3551,367600.05890000006
2025-01-28,Spain,Spec,OffPeak,5359.47,-251124.0658,-182811.52169999998,-68312.54410000003
2025-01-28,Spain,Spec,Peak,14478.19,-664323.3835,-902425.5826999999,238102.19919999992
2025-01-28,Switzerland,Spec,OffPeak,-60101.2,2751744.2138,2050051.932,701692.2818
2025-01-28,Switzerland,Spec,Peak,-59846.8,2729150.0764,3730251.0439999998,-1001100.9675999996
2025-01-28,United Kingdom,Spec,OffPeak,-19112.75,955564.0871,651935.9025,303628.18460000004
2025-01-28,United Kingdom,Spec,Peak,-22863.16,1161575.2093,1425060.7628,-263485.5534999999
2025-01-29,France,Spec,OffPeak,4231.89,-328135.0191,-144349.76790000004,-183785.25119999994
2025-01-29,France,Spec,Peak,8770.02,-564483.1555,-546635.3466,-17847.808899999945
2025-01-29,Germany,Spec,OffPeak,20880.32,-998331.3841,-712227.7152,-286103.66890000005
2025-01-29,Germany,Spec,Peak,20212.43,-914446.1643,-1259840.7619,345394.5976000001
2025-01-29,Spain,Spec,OffPeak,3390.35,-109208.066,-115644.83849999998,6436.772499999977
2025-01-29,Spain,Spec,Peak,8107.0,-331680.4571,-505309.31,173628.8529
2025-01-29,Switzerland,Spec,OffPeak,-58854.72,2685241.6874,2007534.4992,677707.1882000002
